ScheduleID,SectionID,RoomID,Class_Time,End_Time
90,1279,1361,1899-12-30 10:15:00,1899-12-30 12:15:00
92,1885,4340,1899-12-30 13:45:00,1899-12-30 15:45:00
94,48,3236,1899-12-30 12:00:00,1899-12-30 14:00:00
96,1945,692,1899-12-30 13:45:00,1899-12-30 15:45:00
98,1791,3400,1899-12-30 12:00:00,1899-12-30 14:00:00
100,1333,5243,1899-12-30 12:00:00,1899-12-30 14:00:00
102,1150,3009,1899-12-30 12:00:00,1899-12-30 14:00:00
104,1836,47,1899-12-30 08:30:00,1899-12-30 10:30:00
106,909,4659,1899-12-30 08:30:00,1899-12-30 10:30:00
108,1257,4989,1899-12-30 12:00:00,1899-12-30 14:00:00
110,1275,4565,1899-12-30 10:15:00,1899-12-30 12:15:00
112,419,1170,1899-12-30 12:00:00,1899-12-30 14:00:00
114,721,4949,1899-12-30 12:00:00,1899-12-30 14:00:00
116,923,5839,1899-12-30 10:15:00,1899-12-30 12:15:00
118,325,964,1899-12-30 10:15:00,1899-12-30 12:15:00
120,1387,4913,1899-12-30 12:00:00,1899-12-30 14:00:00
122,300,4094,1899-12-30 10:15:00,1899-12-30 12:15:00
124,1989,942,1899-12-30 13:45:00,1899-12-30 15:45:00
126,1864,5748,1899-12-30 12:00:00,1899-12-30 14:00:00
128,616,3687,1899-12-30 12:00:00,1899-12-30 14:00:00
130,165,1838,1899-12-30 13:45:00,1899-12-30 15:45:00
132,905,3996,1899-12-30 13:45:00,1899-12-30 15:45:00
134,420,3126,1899-12-30 08:30:00,1899-12-30 10:30:00
136,206,2275,1899-12-30 12:00:00,1899-12-30 14:00:00
138,838,62,1899-12-30 13:45:00,1899-12-30 15:45:00
140,1469,2534,1899-12-30 13:45:00,1899-12-30 15:45:00
142,1027,2471,1899-12-30 12:00:00,1899-12-30 14:00:00
144,1045,2563,1899-12-30 13:45:00,1899-12-30 15:45:00
146,267,2999,1899-12-30 10:15:00,1899-12-30 12:15:00
148,293,4511,1899-12-30 13:45:00,1899-12-30 15:45:00
150,1694,1935,1899-12-30 08:30:00,1899-12-30 10:30:00
152,848,4815,1899-12-30 13:45:00,1899-12-30 15:45:00
154,1256,4208,1899-12-30 08:30:00,1899-12-30 10:30:00
156,152,506,1899-12-30 08:30:00,1899-12-30 10:30:00
158,1787,1604,1899-12-30 08:30:00,1899-12-30 10:30:00
160,1124,3340,1899-12-30 08:30:00,1899-12-30 10:30:00
162,1078,1784,1899-12-30 10:15:00,1899-12-30 12:15:00
164,1760,1408,1899-12-30 10:15:00,1899-12-30 12:15:00
166,1240,4291,1899-12-30 12:00:00,1899-12-30 14:00:00
168,772,1090,1899-12-30 10:15:00,1899-12-30 12:15:00
170,197,4349,1899-12-30 12:00:00,1899-12-30 14:00:00
172,1556,4253,1899-12-30 10:15:00,1899-12-30 12:15:00
174,992,727,1899-12-30 10:15:00,1899-12-30 12:15:00
176,170,4929,1899-12-30 13:45:00,1899-12-30 15:45:00
178,1364,506,1899-12-30 10:15:00,1899-12-30 12:15:00
180,1599,4709,1899-12-30 08:30:00,1899-12-30 10:30:00
182,1725,952,1899-12-30 12:00:00,1899-12-30 14:00:00
184,551,1894,1899-12-30 10:15:00,1899-12-30 12:15:00
186,1530,3382,1899-12-30 08:30:00,1899-12-30 10:30:00
188,1751,1401,1899-12-30 12:00:00,1899-12-30 14:00:00
190,1475,4115,1899-12-30 10:15:00,1899-12-30 12:15:00
192,1919,855,1899-12-30 12:00:00,1899-12-30 14:00:00
194,75,4569,1899-12-30 12:00:00,1899-12-30 14:00:00
196,1474,1192,1899-12-30 10:15:00,1899-12-30 12:15:00
198,1005,1474,1899-12-30 10:15:00,1899-12-30 12:15:00
200,258,1087,1899-12-30 10:15:00,1899-12-30 12:15:00
202,339,1973,1899-12-30 13:45:00,1899-12-30 15:45:00
204,1117,1540,1899-12-30 08:30:00,1899-12-30 10:30:00
206,1387,5932,1899-12-30 08:30:00,1899-12-30 10:30:00
208,1651,1963,1899-12-30 12:00:00,1899-12-30 14:00:00
210,753,2557,1899-12-30 13:45:00,1899-12-30 15:45:00
212,1029,26,1899-12-30 10:15:00,1899-12-30 12:15:00
214,1182,300,1899-12-30 08:30:00,1899-12-30 10:30:00
216,1778,2405,1899-12-30 08:30:00,1899-12-30 10:30:00
218,1612,1139,1899-12-30 08:30:00,1899-12-30 10:30:00
220,1339,159,1899-12-30 12:00:00,1899-12-30 14:00:00
222,142,4671,1899-12-30 10:15:00,1899-12-30 12:15:00
224,1095,371,1899-12-30 10:15:00,1899-12-30 12:15:00
226,1151,4826,1899-12-30 12:00:00,1899-12-30 14:00:00
228,313,3388,1899-12-30 08:30:00,1899-12-30 10:30:00
230,1029,364,1899-12-30 08:30:00,1899-12-30 10:30:00
232,1520,153,1899-12-30 13:45:00,1899-12-30 15:45:00
234,525,1446,1899-12-30 10:15:00,1899-12-30 12:15:00
236,294,985,1899-12-30 13:45:00,1899-12-30 15:45:00
238,1251,5763,1899-12-30 13:45:00,1899-12-30 15:45:00
240,641,2270,1899-12-30 08:30:00,1899-12-30 10:30:00
242,1440,588,1899-12-30 13:45:00,1899-12-30 15:45:00
244,1187,747,1899-12-30 08:30:00,1899-12-30 10:30:00
246,1257,3759,1899-12-30 12:00:00,1899-12-30 14:00:00
248,931,4349,1899-12-30 10:15:00,1899-12-30 12:15:00
250,1279,5632,1899-12-30 10:15:00,1899-12-30 12:15:00
252,288,1425,1899-12-30 10:15:00,1899-12-30 12:15:00
254,66,4737,1899-12-30 10:15:00,1899-12-30 12:15:00
256,1374,3964,1899-12-30 10:15:00,1899-12-30 12:15:00
258,1735,2958,1899-12-30 08:30:00,1899-12-30 10:30:00
260,844,2825,1899-12-30 08:30:00,1899-12-30 10:30:00
262,1322,4343,1899-12-30 08:30:00,1899-12-30 10:30:00
264,2001,345,1899-12-30 10:15:00,1899-12-30 12:15:00
266,298,3303,1899-12-30 13:45:00,1899-12-30 15:45:00
268,309,2653,1899-12-30 13:45:00,1899-12-30 15:45:00
270,1472,4964,1899-12-30 08:30:00,1899-12-30 10:30:00
272,443,756,1899-12-30 13:45:00,1899-12-30 15:45:00
274,1280,4633,1899-12-30 12:00:00,1899-12-30 14:00:00
276,1925,3318,1899-12-30 10:15:00,1899-12-30 12:15:00
278,1992,1287,1899-12-30 08:30:00,1899-12-30 10:30:00
280,1282,2496,1899-12-30 12:00:00,1899-12-30 14:00:00
282,1989,1312,1899-12-30 08:30:00,1899-12-30 10:30:00
284,994,870,1899-12-30 10:15:00,1899-12-30 12:15:00
286,1613,4550,1899-12-30 13:45:00,1899-12-30 15:45:00
288,1124,2001,1899-12-30 12:00:00,1899-12-30 14:00:00
290,675,1175,1899-12-30 12:00:00,1899-12-30 14:00:00
292,912,3419,1899-12-30 10:15:00,1899-12-30 12:15:00
294,100,1075,1899-12-30 12:00:00,1899-12-30 14:00:00
296,83,1618,1899-12-30 08:30:00,1899-12-30 10:30:00
298,868,4460,1899-12-30 13:45:00,1899-12-30 15:45:00
300,868,1954,1899-12-30 08:30:00,1899-12-30 10:30:00
302,215,3199,1899-12-30 10:15:00,1899-12-30 12:15:00
304,1421,843,1899-12-30 13:45:00,1899-12-30 15:45:00
306,439,965,1899-12-30 13:45:00,1899-12-30 15:45:00
308,982,5764,1899-12-30 08:30:00,1899-12-30 10:30:00
310,1262,4345,1899-12-30 08:30:00,1899-12-30 10:30:00
312,1890,2899,1899-12-30 12:00:00,1899-12-30 14:00:00
314,1,2037,1899-12-30 10:15:00,1899-12-30 12:15:00
316,648,847,1899-12-30 08:30:00,1899-12-30 10:30:00
318,187,5441,1899-12-30 12:00:00,1899-12-30 14:00:00
320,941,2115,1899-12-30 08:30:00,1899-12-30 10:30:00
322,1606,1989,1899-12-30 13:45:00,1899-12-30 15:45:00
324,1578,291,1899-12-30 12:00:00,1899-12-30 14:00:00
326,150,4491,1899-12-30 10:15:00,1899-12-30 12:15:00
328,1270,1520,1899-12-30 08:30:00,1899-12-30 10:30:00
330,1773,1270,1899-12-30 10:15:00,1899-12-30 12:15:00
332,1220,5381,1899-12-30 13:45:00,1899-12-30 15:45:00
334,1285,5113,1899-12-30 13:45:00,1899-12-30 15:45:00
336,370,354,1899-12-30 12:00:00,1899-12-30 14:00:00
338,1300,995,1899-12-30 13:45:00,1899-12-30 15:45:00
340,980,4034,1899-12-30 12:00:00,1899-12-30 14:00:00
342,1492,3672,1899-12-30 12:00:00,1899-12-30 14:00:00
344,672,5415,1899-12-30 10:15:00,1899-12-30 12:15:00
346,122,5315,1899-12-30 10:15:00,1899-12-30 12:15:00
348,483,177,1899-12-30 13:45:00,1899-12-30 15:45:00
350,107,5201,1899-12-30 13:45:00,1899-12-30 15:45:00
352,707,2049,1899-12-30 13:45:00,1899-12-30 15:45:00
354,1108,4285,1899-12-30 12:00:00,1899-12-30 14:00:00
356,621,139,1899-12-30 10:15:00,1899-12-30 12:15:00
358,1902,94,1899-12-30 12:00:00,1899-12-30 14:00:00
360,267,631,1899-12-30 08:30:00,1899-12-30 10:30:00
362,427,5268,1899-12-30 12:00:00,1899-12-30 14:00:00
364,1857,3121,1899-12-30 10:15:00,1899-12-30 12:15:00
366,411,759,1899-12-30 08:30:00,1899-12-30 10:30:00
368,1216,4824,1899-12-30 13:45:00,1899-12-30 15:45:00
370,563,3359,1899-12-30 08:30:00,1899-12-30 10:30:00
372,429,5838,1899-12-30 12:00:00,1899-12-30 14:00:00
374,738,5094,1899-12-30 12:00:00,1899-12-30 14:00:00
376,1862,3900,1899-12-30 12:00:00,1899-12-30 14:00:00
378,717,3380,1899-12-30 10:15:00,1899-12-30 12:15:00
380,1684,5925,1899-12-30 10:15:00,1899-12-30 12:15:00
382,124,5113,1899-12-30 10:15:00,1899-12-30 12:15:00
384,1971,4872,1899-12-30 10:15:00,1899-12-30 12:15:00
386,1148,4862,1899-12-30 12:00:00,1899-12-30 14:00:00
388,1666,1188,1899-12-30 10:15:00,1899-12-30 12:15:00
390,68,2020,1899-12-30 13:45:00,1899-12-30 15:45:00
392,53,5567,1899-12-30 12:00:00,1899-12-30 14:00:00
394,1365,1721,1899-12-30 08:30:00,1899-12-30 10:30:00
396,1758,4878,1899-12-30 08:30:00,1899-12-30 10:30:00
398,927,2676,1899-12-30 10:15:00,1899-12-30 12:15:00
400,774,4784,1899-12-30 12:00:00,1899-12-30 14:00:00
402,1916,4369,1899-12-30 13:45:00,1899-12-30 15:45:00
404,460,4893,1899-12-30 12:00:00,1899-12-30 14:00:00
406,826,714,1899-12-30 08:30:00,1899-12-30 10:30:00
408,215,465,1899-12-30 13:45:00,1899-12-30 15:45:00
410,1155,5940,1899-12-30 08:30:00,1899-12-30 10:30:00
412,30,1537,1899-12-30 08:30:00,1899-12-30 10:30:00
414,1056,3437,1899-12-30 13:45:00,1899-12-30 15:45:00
416,282,5752,1899-12-30 10:15:00,1899-12-30 12:15:00
418,610,112,1899-12-30 10:15:00,1899-12-30 12:15:00
420,806,485,1899-12-30 08:30:00,1899-12-30 10:30:00
422,1031,2626,1899-12-30 12:00:00,1899-12-30 14:00:00
424,1594,2503,1899-12-30 08:30:00,1899-12-30 10:30:00
426,397,4597,1899-12-30 08:30:00,1899-12-30 10:30:00
428,563,989,1899-12-30 10:15:00,1899-12-30 12:15:00
430,960,2170,1899-12-30 12:00:00,1899-12-30 14:00:00
432,917,5010,1899-12-30 10:15:00,1899-12-30 12:15:00
434,1762,5613,1899-12-30 08:30:00,1899-12-30 10:30:00
436,675,2057,1899-12-30 08:30:00,1899-12-30 10:30:00
438,368,4492,1899-12-30 12:00:00,1899-12-30 14:00:00
440,302,2828,1899-12-30 10:15:00,1899-12-30 12:15:00
442,598,1591,1899-12-30 10:15:00,1899-12-30 12:15:00
444,244,2498,1899-12-30 12:00:00,1899-12-30 14:00:00
446,1118,4967,1899-12-30 13:45:00,1899-12-30 15:45:00
448,911,3673,1899-12-30 12:00:00,1899-12-30 14:00:00
450,583,4544,1899-12-30 13:45:00,1899-12-30 15:45:00
452,854,2383,1899-12-30 12:00:00,1899-12-30 14:00:00
454,622,1499,1899-12-30 12:00:00,1899-12-30 14:00:00
456,360,3109,1899-12-30 10:15:00,1899-12-30 12:15:00
458,436,2977,1899-12-30 12:00:00,1899-12-30 14:00:00
460,807,4607,1899-12-30 12:00:00,1899-12-30 14:00:00
462,504,796,1899-12-30 12:00:00,1899-12-30 14:00:00
464,1268,3276,1899-12-30 10:15:00,1899-12-30 12:15:00
466,309,3934,1899-12-30 12:00:00,1899-12-30 14:00:00
468,1427,4593,1899-12-30 12:00:00,1899-12-30 14:00:00
470,1125,122,1899-12-30 13:45:00,1899-12-30 15:45:00
472,1963,4839,1899-12-30 08:30:00,1899-12-30 10:30:00
474,93,4066,1899-12-30 08:30:00,1899-12-30 10:30:00
476,1433,4582,1899-12-30 08:30:00,1899-12-30 10:30:00
478,658,22,1899-12-30 08:30:00,1899-12-30 10:30:00
480,109,2773,1899-12-30 10:15:00,1899-12-30 12:15:00
482,1429,3781,1899-12-30 12:00:00,1899-12-30 14:00:00
484,672,2783,1899-12-30 10:15:00,1899-12-30 12:15:00
486,970,2809,1899-12-30 10:15:00,1899-12-30 12:15:00
488,717,4845,1899-12-30 13:45:00,1899-12-30 15:45:00
490,946,4187,1899-12-30 13:45:00,1899-12-30 15:45:00
492,1145,3074,1899-12-30 13:45:00,1899-12-30 15:45:00
494,283,256,1899-12-30 12:00:00,1899-12-30 14:00:00
496,877,2944,1899-12-30 13:45:00,1899-12-30 15:45:00
498,1387,2768,1899-12-30 13:45:00,1899-12-30 15:45:00
500,182,3302,1899-12-30 10:15:00,1899-12-30 12:15:00
502,1150,1982,1899-12-30 08:30:00,1899-12-30 10:30:00
504,839,231,1899-12-30 13:45:00,1899-12-30 15:45:00
506,352,172,1899-12-30 08:30:00,1899-12-30 10:30:00
508,94,4772,1899-12-30 10:15:00,1899-12-30 12:15:00
510,1470,3268,1899-12-30 10:15:00,1899-12-30 12:15:00
512,1485,971,1899-12-30 08:30:00,1899-12-30 10:30:00
514,880,4573,1899-12-30 10:15:00,1899-12-30 12:15:00
516,786,4467,1899-12-30 12:00:00,1899-12-30 14:00:00
518,760,318,1899-12-30 13:45:00,1899-12-30 15:45:00
520,184,2559,1899-12-30 10:15:00,1899-12-30 12:15:00
522,317,3173,1899-12-30 10:15:00,1899-12-30 12:15:00
524,1848,1158,1899-12-30 08:30:00,1899-12-30 10:30:00
526,123,5441,1899-12-30 10:15:00,1899-12-30 12:15:00
528,64,4909,1899-12-30 13:45:00,1899-12-30 15:45:00
530,201,1025,1899-12-30 10:15:00,1899-12-30 12:15:00
532,401,5089,1899-12-30 10:15:00,1899-12-30 12:15:00
534,1551,2170,1899-12-30 12:00:00,1899-12-30 14:00:00
536,1680,4801,1899-12-30 12:00:00,1899-12-30 14:00:00
538,1174,648,1899-12-30 10:15:00,1899-12-30 12:15:00
540,1658,3967,1899-12-30 10:15:00,1899-12-30 12:15:00
542,1661,1767,1899-12-30 13:45:00,1899-12-30 15:45:00
544,1990,5000,1899-12-30 08:30:00,1899-12-30 10:30:00
546,1650,2608,1899-12-30 12:00:00,1899-12-30 14:00:00
548,1327,3555,1899-12-30 12:00:00,1899-12-30 14:00:00
550,1583,4550,1899-12-30 12:00:00,1899-12-30 14:00:00
552,1529,2081,1899-12-30 08:30:00,1899-12-30 10:30:00
554,1841,3601,1899-12-30 10:15:00,1899-12-30 12:15:00
556,1900,2706,1899-12-30 08:30:00,1899-12-30 10:30:00
558,680,3018,1899-12-30 10:15:00,1899-12-30 12:15:00
560,310,5608,1899-12-30 12:00:00,1899-12-30 14:00:00
562,216,1692,1899-12-30 08:30:00,1899-12-30 10:30:00
564,1196,4166,1899-12-30 12:00:00,1899-12-30 14:00:00
566,1562,999,1899-12-30 12:00:00,1899-12-30 14:00:00
568,532,346,1899-12-30 08:30:00,1899-12-30 10:30:00
570,1271,743,1899-12-30 12:00:00,1899-12-30 14:00:00
572,522,3231,1899-12-30 10:15:00,1899-12-30 12:15:00
574,965,1653,1899-12-30 13:45:00,1899-12-30 15:45:00
576,1591,718,1899-12-30 12:00:00,1899-12-30 14:00:00
578,911,3663,1899-12-30 13:45:00,1899-12-30 15:45:00
580,38,292,1899-12-30 12:00:00,1899-12-30 14:00:00
582,655,1926,1899-12-30 12:00:00,1899-12-30 14:00:00
584,565,2123,1899-12-30 12:00:00,1899-12-30 14:00:00
586,1740,85,1899-12-30 12:00:00,1899-12-30 14:00:00
588,1279,592,1899-12-30 08:30:00,1899-12-30 10:30:00
590,1346,4053,1899-12-30 10:15:00,1899-12-30 12:15:00
592,1059,1949,1899-12-30 12:00:00,1899-12-30 14:00:00
594,873,1711,1899-12-30 08:30:00,1899-12-30 10:30:00
596,1310,3846,1899-12-30 08:30:00,1899-12-30 10:30:00
598,579,2347,1899-12-30 12:00:00,1899-12-30 14:00:00
600,190,4987,1899-12-30 08:30:00,1899-12-30 10:30:00
602,854,2462,1899-12-30 12:00:00,1899-12-30 14:00:00
604,594,1588,1899-12-30 08:30:00,1899-12-30 10:30:00
606,1974,5338,1899-12-30 13:45:00,1899-12-30 15:45:00
608,21,5600,1899-12-30 12:00:00,1899-12-30 14:00:00
610,196,1375,1899-12-30 12:00:00,1899-12-30 14:00:00
612,730,159,1899-12-30 08:30:00,1899-12-30 10:30:00
614,956,2797,1899-12-30 13:45:00,1899-12-30 15:45:00
616,1823,3822,1899-12-30 13:45:00,1899-12-30 15:45:00
618,1711,4801,1899-12-30 08:30:00,1899-12-30 10:30:00
620,803,797,1899-12-30 08:30:00,1899-12-30 10:30:00
622,420,2106,1899-12-30 12:00:00,1899-12-30 14:00:00
624,548,1062,1899-12-30 08:30:00,1899-12-30 10:30:00
626,1840,2057,1899-12-30 10:15:00,1899-12-30 12:15:00
628,1295,4220,1899-12-30 12:00:00,1899-12-30 14:00:00
630,449,5061,1899-12-30 10:15:00,1899-12-30 12:15:00
632,1962,1207,1899-12-30 12:00:00,1899-12-30 14:00:00
634,1547,2840,1899-12-30 10:15:00,1899-12-30 12:15:00
636,1640,1192,1899-12-30 13:45:00,1899-12-30 15:45:00
638,1520,1485,1899-12-30 10:15:00,1899-12-30 12:15:00
640,664,4001,1899-12-30 10:15:00,1899-12-30 12:15:00
642,916,5328,1899-12-30 08:30:00,1899-12-30 10:30:00
644,574,1050,1899-12-30 08:30:00,1899-12-30 10:30:00
646,819,1860,1899-12-30 08:30:00,1899-12-30 10:30:00
648,513,2215,1899-12-30 13:45:00,1899-12-30 15:45:00
650,1968,3263,1899-12-30 13:45:00,1899-12-30 15:45:00
652,929,5586,1899-12-30 13:45:00,1899-12-30 15:45:00
654,1118,5012,1899-12-30 12:00:00,1899-12-30 14:00:00
656,938,2229,1899-12-30 12:00:00,1899-12-30 14:00:00
658,633,5638,1899-12-30 08:30:00,1899-12-30 10:30:00
660,1441,2854,1899-12-30 10:15:00,1899-12-30 12:15:00
662,750,3827,1899-12-30 13:45:00,1899-12-30 15:45:00
664,1312,1534,1899-12-30 10:15:00,1899-12-30 12:15:00
666,853,3086,1899-12-30 08:30:00,1899-12-30 10:30:00
668,329,288,1899-12-30 13:45:00,1899-12-30 15:45:00
670,1740,999,1899-12-30 13:45:00,1899-12-30 15:45:00
672,1981,5122,1899-12-30 08:30:00,1899-12-30 10:30:00
674,1569,1832,1899-12-30 08:30:00,1899-12-30 10:30:00
676,929,5177,1899-12-30 12:00:00,1899-12-30 14:00:00
678,1319,238,1899-12-30 13:45:00,1899-12-30 15:45:00
680,1535,4774,1899-12-30 13:45:00,1899-12-30 15:45:00
682,399,2232,1899-12-30 08:30:00,1899-12-30 10:30:00
684,1836,1801,1899-12-30 13:45:00,1899-12-30 15:45:00
686,381,2432,1899-12-30 10:15:00,1899-12-30 12:15:00
688,1308,1146,1899-12-30 10:15:00,1899-12-30 12:15:00
690,1509,5217,1899-12-30 10:15:00,1899-12-30 12:15:00
692,560,3529,1899-12-30 08:30:00,1899-12-30 10:30:00
694,341,4584,1899-12-30 13:45:00,1899-12-30 15:45:00
696,438,5368,1899-12-30 08:30:00,1899-12-30 10:30:00
698,1453,3415,1899-12-30 13:45:00,1899-12-30 15:45:00
700,420,2438,1899-12-30 10:15:00,1899-12-30 12:15:00
702,1711,1257,1899-12-30 13:45:00,1899-12-30 15:45:00
704,1123,3327,1899-12-30 13:45:00,1899-12-30 15:45:00
706,837,702,1899-12-30 10:15:00,1899-12-30 12:15:00
708,445,2649,1899-12-30 10:15:00,1899-12-30 12:15:00
710,451,2754,1899-12-30 12:00:00,1899-12-30 14:00:00
712,1179,3234,1899-12-30 08:30:00,1899-12-30 10:30:00
714,1028,2490,1899-12-30 10:15:00,1899-12-30 12:15:00
716,702,2151,1899-12-30 10:15:00,1899-12-30 12:15:00
718,862,864,1899-12-30 13:45:00,1899-12-30 15:45:00
720,49,5641,1899-12-30 13:45:00,1899-12-30 15:45:00
722,517,2377,1899-12-30 10:15:00,1899-12-30 12:15:00
724,723,3766,1899-12-30 12:00:00,1899-12-30 14:00:00
726,1818,3083,1899-12-30 13:45:00,1899-12-30 15:45:00
728,1769,3801,1899-12-30 13:45:00,1899-12-30 15:45:00
730,1667,1707,1899-12-30 08:30:00,1899-12-30 10:30:00
732,721,4982,1899-12-30 10:15:00,1899-12-30 12:15:00
734,324,4376,1899-12-30 13:45:00,1899-12-30 15:45:00
736,1659,979,1899-12-30 12:00:00,1899-12-30 14:00:00
738,1130,1515,1899-12-30 13:45:00,1899-12-30 15:45:00
740,66,510,1899-12-30 12:00:00,1899-12-30 14:00:00
742,259,841,1899-12-30 08:30:00,1899-12-30 10:30:00
744,141,487,1899-12-30 08:30:00,1899-12-30 10:30:00
746,895,3953,1899-12-30 12:00:00,1899-12-30 14:00:00
748,1852,5893,1899-12-30 13:45:00,1899-12-30 15:45:00
750,294,4185,1899-12-30 12:00:00,1899-12-30 14:00:00
752,733,4260,1899-12-30 13:45:00,1899-12-30 15:45:00
754,1712,3179,1899-12-30 12:00:00,1899-12-30 14:00:00
756,564,4881,1899-12-30 12:00:00,1899-12-30 14:00:00
758,1117,2043,1899-12-30 12:00:00,1899-12-30 14:00:00
760,456,5865,1899-12-30 13:45:00,1899-12-30 15:45:00
762,1294,4406,1899-12-30 13:45:00,1899-12-30 15:45:00
764,1717,1954,1899-12-30 10:15:00,1899-12-30 12:15:00
766,528,3421,1899-12-30 12:00:00,1899-12-30 14:00:00
768,458,5255,1899-12-30 08:30:00,1899-12-30 10:30:00
770,1220,3557,1899-12-30 10:15:00,1899-12-30 12:15:00
772,1749,423,1899-12-30 12:00:00,1899-12-30 14:00:00
774,482,1374,1899-12-30 12:00:00,1899-12-30 14:00:00
776,870,2344,1899-12-30 10:15:00,1899-12-30 12:15:00
778,1580,2091,1899-12-30 08:30:00,1899-12-30 10:30:00
780,1112,5198,1899-12-30 13:45:00,1899-12-30 15:45:00
782,1803,5884,1899-12-30 10:15:00,1899-12-30 12:15:00
784,467,2714,1899-12-30 10:15:00,1899-12-30 12:15:00
786,1212,2042,1899-12-30 08:30:00,1899-12-30 10:30:00
788,1134,803,1899-12-30 10:15:00,1899-12-30 12:15:00
790,651,1194,1899-12-30 10:15:00,1899-12-30 12:15:00
792,1473,5485,1899-12-30 12:00:00,1899-12-30 14:00:00
794,1637,450,1899-12-30 13:45:00,1899-12-30 15:45:00
796,1836,1168,1899-12-30 13:45:00,1899-12-30 15:45:00
798,1565,2065,1899-12-30 08:30:00,1899-12-30 10:30:00
800,1223,3190,1899-12-30 13:45:00,1899-12-30 15:45:00
802,1986,5796,1899-12-30 08:30:00,1899-12-30 10:30:00
804,1215,4302,1899-12-30 12:00:00,1899-12-30 14:00:00
806,136,617,1899-12-30 12:00:00,1899-12-30 14:00:00
808,1776,696,1899-12-30 10:15:00,1899-12-30 12:15:00
810,99,5954,1899-12-30 13:45:00,1899-12-30 15:45:00
812,1957,1426,1899-12-30 10:15:00,1899-12-30 12:15:00
814,618,5499,1899-12-30 10:15:00,1899-12-30 12:15:00
816,1105,4504,1899-12-30 08:30:00,1899-12-30 10:30:00
818,1987,4834,1899-12-30 08:30:00,1899-12-30 10:30:00
820,116,3902,1899-12-30 10:15:00,1899-12-30 12:15:00
822,103,3424,1899-12-30 10:15:00,1899-12-30 12:15:00
824,1861,5816,1899-12-30 10:15:00,1899-12-30 12:15:00
826,1505,2363,1899-12-30 08:30:00,1899-12-30 10:30:00
828,176,2072,1899-12-30 08:30:00,1899-12-30 10:30:00
830,606,1634,1899-12-30 12:00:00,1899-12-30 14:00:00
832,97,5629,1899-12-30 13:45:00,1899-12-30 15:45:00
834,1132,4022,1899-12-30 13:45:00,1899-12-30 15:45:00
836,76,3271,1899-12-30 13:45:00,1899-12-30 15:45:00
